ಅಮಾರೀ	a'marie
ಅಲ್ಕೋವಾ	alcoa
ಅಲ್ಡಾನ್	aldan
ಅಲ್ಡೋನಾ	aldona
ಅಲೀಮಾ	aleemah
ಅಲೆಂಬಿಕ್	alembic
ಆಲಿಸ್ಟರ್ ಮಾರ್ಗ್ವೆಡೆ	alester maregwede
ಅಲ್ಯುಟಿಯನ್	aleutian
ಅಲೆಕ್ಸಾಂಡರ್ ದಿ ಗ್ರೇಟ್	alexander the great
ಅಲೆಕ್ಸಾಂಡರ್ ಡ್ಯೂಮಾಸ್	alexandre dumas
ಅಲೆಕ್ಸೇವಿಯರ್	alexavier
ಅಲೆಕ್ಸಿಯಾ	alexia
ಆಲ್ಫಾ ಲಾವಲ್	alfa laval
ಅಲ್ಫೋನ್ಸೋ	alfonso
ಅಲ್ಫ್ರೆಡ್	alfred
ಅಲ್ಫ್ರೆಡ್ ಲುಸೆನೊ	alfred luseno
ಆಲ್‌ಫ್ರೆಡ್ ಟೆನಿಸನ್	alfred tennison
ಆಲ್ಗರ್ ಹಿಸ್	alger hiss
ಅಲ್ಜೀರ್ಸ್	algiers
ಆಲ್ಹಾದ್	alhaad
ಅಲಿ	ali
ಆಲಿ ಶಾ	ali shah
ಅಲಿಯಾ ಬಡಾ	alia bada
ಅಲೀಬಾಬಾ	alibaba
ಆಲಿಬಾಗ್	alibagh
ಅಲಿಬಾಗ್ ಫೋರ್ಟ್	alibaug fort
ಅಲಿಮಾ	alimaa
ಅಲಿಪುರ್ ದುವರ್	alipur duar
ಅಲಿಷಾ	alishaa
ಅಲಿಯಾ	aliyah
ಅಲ್ಕಾ	alkaa
ಆಲ್ ಸೈಂಟ್ಸ್ ಲುಥೆರಾನ್	all saints lutheran
ಆಲ್-ಅಮೆರಿಕಾ ಸಿಟಿ ಅವಾರ್ಡ್	all-america city award
ಅಲ್ಲಾಹಾಬಾದ್ ಬ್ಯಾಂಕ್	allahabad bank
ಅಲಹಾಬಾದ್ ಜಂಕ್ಷನ್	allahabad junction
ಅಲ್ಲಾನ್	allan
ಅಲನ್ ಬಾರ್ಡರ್ ಮೆಡಲ್	allan border medal
ಅಲಾನ್ ಗ್ರೀನ್‌ಸ್ಪಾನ್	allan greenspan
ಅಲಾವುದ್ದೀನ್ ಕಾ ಚಿರಾಗ್	allaudin ka chirag
ಅಲಾವುದ್ದೀನ್ ಲೈಲಾ	allaudin laila
ಅಲ್ಲಾಯ್ನಾ	allayna
ಅಲಿಮಂಡೆ	allemande
ಅಲೆನ್	allen
ಅಲೆನ್ ಗಿನ್ಸ್‌ಬರ್ಗ್	allen ginsberg
ಅಲೆಂಡಾಲಿ	allendale
ಅಲೀನ್	allene
ಅಲಪ್ಪೆ	alleppey
ಅಲ್ಲೀ	allie
ಅಲ್ಮಾ	alma
ಅಲ್ಮನಿಜ್	almanij
ಅಲ್ಮಿರಾಂಟೆ ಲಟ್ಟೋರಿ	almirante latorre
ಆಲೋರಖ್	aloarakh
ಅಲೋಕ್	alok
ಅಲೋಕ್ ಇಂಡಸ್ಟ್ರೀಸ್	alok industries
ಅಲೋಷಿಯಸ್	aloysius
ಅಲ್ಪನಾ	alpana
ಅಲ್ಪೇಶ್ ವಧೆರ್	alpesh vadher
ಆಲ್ಫಾ ಮೆಟ್ರಿಕ್ಯುಲೇಶನ್ ಹೈಯ್ಯರ್ ಸೆಕೆಂಡರಿ ಸ್ಕೂಲ್, ಚೆನ್ನೈ	alpha matriculation higher secondary school, chennai
ಆಲ್ಫಾ	alphaa
ಅಲ್ಫೋನ್ಸ್	alphonse
ಅಲ್ಫೈನ್	alpine
ಅಲ್ಪೈನ್ ಸ್ಕೀಯಿಂಗ್ ವರ್ಲ್ಡ್ ಕಪ್	alpine skiing world cup
ಆಲ್ಸ್ಟಾಮ್ ಪ್ರಾಜೆಕ್ಟ್ಸ್	alstom projects
ಅಲ್ತಾಫ್	altaaf
ಅಲ್ಟಾಯ್	altai
ಆಲ್ಟೇರ್ ನ್ಯಾನೋಟೆಕ್ನಾಲಜೀಸ್	altair nanotechnologies
ಅಲ್ತಾಮಹಾ	altamaha
ಅಲ್ಥಿಯಾ	althea
ಅಲೌಬಾರಿ ರೋಡ್	aluabari road
ಆಲ್ವಿನ್	alvin
ಆಲ್ವಿನ್ ಕಾಳಿಚರಣ್	alvin kallicharran
ಆಲ್ವಿಸ್	alvis
ಅಲಿಸ್ಸಾ	alyssa
ಅಮಾನ್	amaan
ಅಮಾನಾಥ್	amaanaath
ಅಮಾಂಡಾ	amaanda
ಅಮಾತುಲ್ಲಾ	amaatullah
ಅಮೆಡಿಯಸ್	amadeus
ಅಮೆಡ್ಯೂಸ್ ಮೋಜಾರ್ಟ್	amadeus mozart
ಅಮಾಗಿ	amagi
ಅಮಜದ್	amajad
ಅಮಲಾ	amala
ಅಮಲೇಶ್	amalesh
ಅಮಾಲಿಯಾ	amalia
ಅಮೇಲೀ	amalie
ಅಮಲ್‌ನೆರ್	amalner
ಅಮಲ್‌ಸದ್	amalsad
ಅಮಲ್ತಾಸ್	amaltaas
ಅಮನ್ ವಾಡಿ	aman vadi
ಅಮಂಡಾ	amanda
ಅಮನಿ	amani
ಅಮನ್‌ಜೀತ್	amanjeet
ಅಮರ್ ಅಕ್ಬರ್ ಆಂಟೊನಿ	amar akbar anthony
ಅಮರ್ ಅಸೋಮ್	amar asom
ಅಮರ್ ಜ್ಯೋತಿ	amar jyoti
ಅಮರ್ ಪ್ಯಾರ್	amar pyar
ಅಮರ್ ಸೈಗಲ್	amar saigal
ಅಮರ್ ಸರಿತಾ	amar saritaa
ಅಮರ್ ಶಹೀದ್	amar shaheed
ಅಮರ್ ಉಜಾಲಾ	amar ujala
ಅಮರರಾಜ್	amararaj
ಅಮರಾವತಿ ರಿಜರ್ವಾಯರ್	amaravathi reservoir
ಅಮರೇಶ್	amaresh
ಅಮರೇಶ್ವರ ಶಿವ	amareshwar shiva
ಅಮರಾಪುರ	amarpura
ಅಮರ್ತ್ಯ	amartya
ಅಮಾತ್ಯ	amatya
ಅಮಯ್	amay
ಅಮಯ್ ಖುರಾಸಿಯಾ	amay khurasiya
ಅಮೆಜಾನ್	amazon
ಅಂಬಾರ್ಡೆಕರ್	ambardekar
ಅಂಬರೀಶ್	ambarish
ಅಂಬಾಸಿಡರ್	ambassador
ಅಂಬೇಡ್ಕರ್ ನಗರ್	ambedkarnagar
ಅಂಬಿಕಾಪುರ್	ambikapur
ಅಂಬೋಸೆಲಿ	amboseli
ಅಮೀನಾ	ameenaa
ಅಮೀರ್	ameer
ಅಮೀರ್ ಆದ್ಮಿ ಗರೀಬ್ ಆದ್ಮಿ	ameer admi garib admi
ಅಮೇಲಿಯಾ	amelia
ಅಮೆರಡಾ ಹೆಸ್	amerada hess
ಅಮೆರ್ಜಿನ್	amergin
ಅಮೆರಿಕಾಸ್ ಸ್ಪೇಸ್ ಪ್ರೈಜ್	america's space prize
ಅಮೆರಿಕನ್ ಇಂಟರ್ನ್ಯಾಷನಲ್ ಬಿಲ್ಡಿಂಗ್	american international building
ಅಮೆರಿಕನ್ ಇಂಟ್ ಗ್ರೂಪ್	american intl group
ಅಮೇರಿಕನ್ ಲಿಜನ್	american legion
ಅಮೆರಿಕ ನ್ಯೂಮಿಸ್‌ಮ್ಯಾಟಿಕ್ ಸೊಸೈಟಿ ಮ್ಯೂಸಿಯಂ	american numismatic society museum
ಅಮೆರಿಕನ್ ವಾರ್ ಆಫ್ ಇಂಡಿಪೆಂಡೆನ್ಸ್	american war of independence
ಅಮೆರಿಸೋರ್ಸ್ ಬರ್ಜನ್	amerisourcebergen
ಅಮೇಯ	ameya
ಅಮಗಾಂವ್	amgaon
ಅಮಿಲಾ	amilah
ಅಮಿನ್	amin
ಅಮೀನ್	amin
ಅಮಿನಾ	aminah
ಅಮಿನುಲ್ ಇಸ್ಲಾಂ	aminul islam
ಅಮೀರ್ ಖುಸ್ರೋ	amir khusro
ಅಮಿರಾ	amirah
ಅಮಿತ್	amit
ಅಮಿತ್ ಮಿಶ್ರಾ	amit mishra
ಅಮಿತ	amita
ಅಮಿತಾ	amitaa
ಅಮಿತಾಭ್	amitaabh
ಏಮೈಟಿ	amity
ಅಮ್ಲಾ ಜಂಕ್ಷನ್	amla junction
ಅಮಲಾಯ್	amlai
ಅಮ್ಲಾಖುರ್ದ್	amlakhurd
ಅಮ್ಲಂಕುಸುಮ್	amlankusum
ಅಮ್ಲೋ	amloh
ಅಮ್ಮಾರ್	ammar
ಅಮ್ಮಾರಾ	ammarah
ಅಮ್ಮಸಂದ್ರ	ammasandra
ಅಮಿರಾಗ್ಲಿಯೊ ಡಿ ಸೈಂಟ್ ಬೊನ್	ammiraglio di saint bon
ಅಮೋಘ	amogh
ಅಮೋಘಾ	amoghaa
ಅಮೋಹಾ	amoha
ಅಮೋಲಿಕ್	amolik
ಅಮೋನ್‌ಕರ್	amonkar
ಅಮೂರ್ತ್	amoort
ಅಮ್ರಾ	amrah
ಅಮ್ರಪಾಲಿ	amrapali
ಅಮ್ರಪಾಲೀ	amrapali
ಅಮರೆಲಿ	amreli
ಅಮ್ರೇಲಿ	amreli
ಅಮೃತ್ ಮಂಥನ್	amrit manthan
ಅಮೃತಾ ಶೆರ್ಗಿಲ್	amrita shergil
ಅಮೃತೇಶ್	amritesh
ಅಮೃತೇಶ್ವರ್	amriteshwar
ಅಮೃತಲಾಲ್ ನಗರ್	amritlal nagar
ಅಮೃತ್‌ವೆಲ್	amritvel
ಅಮೃಷಾ	amrusha
ಅಮು ದರ್ಯಾ	amu darya
ಅಮೂಲ್ಯ	amulya
ಅಮೂರ್ತ್	amurt
ಆನ್ ಈವನಿಂಗ್ ಇನ್ ಪ್ಯಾರಿಸ್	an evening in paris
ಅನಾ	ana
ಅನಾಮ್	anaam
ಅನಾಮಯ್	anaamay
ಅಂಡೋಲ್ಹಿಸಾರ್ ಫೋರ್ಟ್	anadoluhisar fort
ಅನಾದ್ಯಂತ	anadyant
ಅನಘ್	anagh
ಅನೈಕುಟ್ಟಮ್ ರಿಜರ್ವಾಯರ್	anaikuttam reservoir
ಅನೈನಡುವು ರಿಜರ್ವಾಯರ್	anainaduvu reservoir
ಅನಾಕಿನ್	anakin
ಅನಲ್	anal
ಅನಲೀಸ್	analiese
ಅನಾಮಯ್	anamay
ಅನಾಮಿಕಾ	anamikaa
ಆನಂದ್ ನಗರ್	anand nagar
ಆನಂದಿನೀ	anandinee
ಆನಂದಿನಿ	anandini
ಆನಂದಮಯೀ	anandmayee
ಆನಂದ್‌ಪುರ್ ಸಾಹಿಬ್	anandpur sahib
ಆನಂದ್‌ತಂಡಾವಪುರ್	anandtandavpur
ಅನಂಗ್	anang
ಅನಂಗ	ananga
ಅನನ್ಮಯ	ananmaya
ಅನಂತ್	anant
ಅನಂತರಾಮ್	anantaraam
ಅನಂತರೂಪ್	anantaroop
ಅನಂತ್‌ರಾಮ್	anantram
ಅನಂತ್‌ರೂಪ್	anantrup
ಅನನ್ಯಾ	ananyaa
ಅನಪರ್ತಿ	anaparti
ಅನಾರ್ಕಲಿ	anarkali
ಅನಸ್	anas
ಅನಾಸ್	anas
ಎನಸ್ತೇಷಿಯಾ	anastacia
ಅನಸ್ತಾಸಿಯಾ	anastasia
ಅನಾಮ್	anaum
ಆನ್ಸೆಲಿನ್	ancelin
ಅಂಕೋನಾ	ancona
ಅಂಡಾಲ್ ಜಂಕ್ಷನ್	andal junction
ಆಂಡರ್ಸನ್	anderson
ಆಂಡ್ರಸನ್	anderson
ಅಂಧಾ ಕಾನೂನ್	andha kanoon
ಅಂಧಾ ಯುದ್ಧ್	andha yudh
ಅಂಧೆರ್ ನಗರೀ ಚೌಪಟ್ ರಾಜಾ	andher nagari chapat raja
ಅಂಧೇರ್‌ಗರ್ದಿ	andhergardi
ಅಂಧೇರಿ ರಾತ್ ಮೆ ದಿಯಾ ತೇರಿ ಹಾತ್ ಮೆ	andheri raat mein diya tere hath mein
ಅಂಧಿ ಗಲೀ	andhi gali
ಆಂಧ್ರ ಭೂಮಿ	andhra bhoomi
ಆಂಧ್ರಪ್ರದೇಶ್	andhra pradesh
ಆಂಡೀ	andie
ಆಂಡೊ ಫೋರ್ಟ್	andoy fort
ಆಂಡ್ರೆ	andre
ಆಂದ್ರೆ ಆದಮ್ಸ್	andre adams
ಆಂಡ್ರೆ ನಿಲ್	andre nel
ಆಂಡ್ರಿಯಾ ಡೋರಿಯಾ	andrea doria
ಆಂಡ್ರೂ ಫ್ಲಿಂಟಾಫ್	andrew flintoff
ಆಂಡ್ರ್ಯೂ ಹಡ್ಸನ್	andrew hudson
ಆಂಡ್ರಿವ್ ಮಾರ್ಟಿನ್	andrew martin
ಆಂಡ್ರ್ಯೂ ಪುಟಿಕ್	andrew puttick
ಆಂಡ್ರ್ಯೂ ಸ್ಟ್ರಾವಸ್	andrew strauss
ಏಂಡ್ರಮೇಡಾ	andromeda
ಆಂಡ್ರೋಸ್ ಮ್ಯೂಸಿಯಂ ಆಫ್ ಮಾಡ್ರನ್ ಆರ್ಟ್	andros museum of modern art
ಆಂಡಿ ಬಿಚೆಲ್	andy bichel
ಆಂಡಿ ರಾಬರ್ಟ್ಸ್	andy roberts
ಅನೀಝಾ	aneezah
ಅಂಗಾರ್	angaar
ಅಂಗಾರಾ	angaara
ಅಗಾರಿಕ	angaarika
ಅಂಗದ	angada
ಅಂಗರಾಜ್	angaraaj
ಅಂಗರಾಜ್	angaraj
ಅಂಗರಕ್ಷಕ್	angarakshak
ಏಂಜೆಲಾ	angela
ಏಂಜೆಲಿನಾ	angelina
ಏಂಜೆಲಿಕ್	angelique
ಆಂಗ್ಲಾಂಗ್	anglang
ಅಂಗೂರ್	angoor
ಅಂಗೂರಿ	angoori
ಅಂಗುಲಿಮಾಲ್	angulimal
ಅಂಗುರೀ	anguree
ಅಂಗುರಿ	anguri
ಅಂಗಸ್	angus
ಆಂಗಸ್ ಫ್ರೇಸರ್	angus fraser
ಆಂಗಸ್ ಮೆಕೇ	angus mackay
ಅನಿಕಾ	anika
ಅನಿಲ್ ದಲಪತ್	anil dalpat
ಅನಿಂದಿತಾ	aninditaa
ಅನಿರ್ವಾಣ್	anirvaan
ಅನೀಸ್	anis
ಅನಿಸಾ	anisaa
ಅನೈಸ್	anise
ಅಂಜಾಮ್ ಖುದಾ ಜಾನೆ	anjaam khuda jane
ಅಂಜಾನ್ ರಾಹೇ	anjaan rahen
ಅಂಜಾನೆ	anjaane
ಅಂಜಲೀ	anjalee
ಅಂಜರ್	anjar
ಅನಕಹೀ	ankahee
ಅಂಕರಣ	ankarana
ಅಂಖ್ ಕಾ ನಶಾ	ankh ka nasha
ಅಂಕಿತ್	ankit
ಅಂಕಿತ	ankita
ಅಂಕೋಲಾ	ankola
ಅಂಕುಶ್	ankush
ಅನ್ಮೋಲ್	anmol
ಅನ್‌ಮೋಲ್	anmol
ಅನ್ಮೋಲ್ ರತನ್	anmol ratan
ಆನ್ ಲ್ಯಾಂಡರ್ಸ್	ann landers
ಅನಾಬೆಲ್ಲಿ	annabelle
ಅನ್ನದಾತಾ	annadata
ಅನ್ನಲೀಸ್	annalise
ಅನ್ನಪೂರ್ಣ	annapoorna
ಅನ್ನೆಲೀಸ್	anneliese
ಅನ್ನಿಸ್	annis
ಅನ್ನಿಸಾ	annissa
ಅನ್ನೋನಾ	annona
ಅನ್ನೋರಾ	annora
ಅನೋಖಾ ಇನ್ಸಾನ್	anokha insaan
ಅನೋಖಾ ಮಿಲನ್	anokha milan
ಅನೋಖಾ ಪ್ರೇಮ್	anokha prem
ಅನೋಖಾ ಪ್ಯಾರ್	anokha pyar
ಅನೂಪ್	anoop
ಅನೌ ಬೌಸೋಯಿಲ್	anou boussouil
ಅನೌ ಇಫ್ಲಿಸ್	anou ifflis
ಅನೌ ಟೈಮ್ಡೂಯಿನ್	anou timedouine
ಅನೌಷ್	anoush
ಅಂಪರಾ	anpara
ಅನ್ಸರ್	ansar
ಅನ್ಶಿ	anshi
ಅಂಶು	anshu
ಅಂಶುಲ್	anshul
ಅಂಶುಮಾನ್	anshuman
ಆಂಸೂ ಬನ್ ಗಯೆ ಪೂಲ್	ansoo ban gaye phool
ಆನ್‌ಸ್ಟೀಸ್	anstice
ಅಂತಾ	antah
ಅಂತರ	antara
ಅಂತರಾ	antara
ಅಂತರಾ	antaraa
ಅಂತರ್‌ನಾದ್	antarnaad
ಅಂಥೋನಿ	anthony
ಆಂಟಿಮೊನಿ	antimony
ಆಂಟಾಯ್ನೆಟ್	antoinette
ಆಂಟೋನಿಯಾ	antonia
ಆಂಟನಿ	antony
ಅಂತ್ರಿವಾಲೆ	antriwale
ಅಂತು	antu
ಅನುಗಾಮಿತಾ	anugamita
ಅನೂಹ್ಯ	anuhya
ಅನುನಯ್	anunay
ಅನೂಪ್	anup
ಅನುಪಮ್	anupam
ಅನುಪಮಾ	anupamaa
ಅನುಪ್‌ಗಢ್	anupgarh
ಅನುಪುರ್ ಜಂಕ್ಷನ್	anuppur junction
ಅನುರಾಧಾ	anuraadha
ಅನುರಾಧಾ	anuradhaa
ಅನುಷ್ಕಾ	anushkaa
ಅನುಸೂಯಾ	anusooyaa
ಅನುಸೂಯಾ	anusuyaa
ಅನುಯಾಯಿತಾ	anuyaayita
ಅನುಯಾಯಿತಾ	anuyayitaa
ಅನ್ವಿಲ್	anvil
ಅನ್ವರ್ ಹುಸೇನ್	anwar hossain
ಅನ್ವೇಷ	anwesha
ಆಯ್ಫಿ	aoife
ಓಜ್ಲಾ	aojla
ಔಲಾಕ್	aoulakh
ಅಪಾನ್‌ಪತಿ	apaanpati
ಅಪಲಾ	apala
ಅಪರಾಜಿತ್	aparaajit
ಅಪಾರಡೊಸ್ ಡಾ ಸೆರಾ	aparados da serra
ಅಪರಾಜಿತ್	aparajit
ಅಪರ್ಣೇಶ್	aparnesh
ಆಪತ್ಕಾಲ್	apatkaal
ಏಫ್ರಡೈಟ್	aphrodite
ಅಪಲಮ್ ಚಪಲಮ್	aplam chaplam
ಅಪಮಾನ್	apmaan
ಅಪ್ನಾ ಬನಾ ಲೋ	apna bana lo
ಅಪ್ನಾ ದೇಶ್	apna desh
ಅಪ್ನಾ ದೇಶ್ ಪರಾಯೆ ಲೋಗ್	apna desh paraye log
ಅಪ್ನಾ ಹಾಥ್ ಜಗನ್ನಾಥ್	apna hath jagannath
ಅಪ್ನಾ ಖೂನ್ ಅಪ್ನಾ ದುಶಮನ್	apna khoon apna dushman
ಅಪ್ನಾ ಪರಾಯಾ	apna paraya
ಅಪ್ನೆ ದಮ್ ಪರ್	apne dam par
ಅಪ್ನೆ ಹುಯೆ ಪರಾಯೆ	apne hue paraye
ಅಪ್ನಿ ಛಾಯಾ	apni chhaya
ಅಪ್ನಿ ನಗಾರಿಯಾ	apni nagaria
ಅಪೋಲೋ	apollo
ಅಪೋಲೋ ಹಾಸ್ಪಿಟಲ್	apollo hospital
ಅಪೂರ್ವ	apoorv
ಅಪೂರ್ವ	apoorva
ಅಪೂರ್ವಾ	apoorvaa
ಅಪಲಾಚಿಯಾ	appalachia
ಅಪ್ಪು ರಾಜಾ	appu raja
ಅಪರಾಧೀ	apradhi
ಏಪ್ರಿಯಾ	apria
ಆಪ್ಟೆ	apte
ಆಪ್ಟೆಕ್	aptech
ಅಪೂರ್ವ	apurv
ಅಪೂರ್ವ	apurva
ಅಕ್ವಾರಸ್	aquarius
ಆಕ್ವಿಲಾ	aquila
ಅರಬ್	arab
ಅರಾಬೆಲಾ	arabela
ಅರಾಸಿಲಿ	aracely
ಅರದ್ ಫೋರ್ಟ್	arad fort
ಅರಾಫತ್	arafat
ಅರಾಫುರಾ	arafura
ಅರಗಾನ್	aragon
ಅರಕೋಣಂ ಜಂಕ್ಷನ್	arakkonam junction
ಅರಾಕು	arakku
ಅರಲ್‌ವೈಮೊಳಿ	aralvaymozhi
ಅರಾರಿಯಾ	araria
ಅರಸೂರ್	arasur
ಆರತ್	arat
ಆರತಿ	arati
ಆರವ್	arav
ಅರವನ್‌ಕಾಡು	aravankadu
ಅರ್ಬನ್	arbon
ಅರ್ಕಾಡಿಸ್	arcadis
ಆರ್ಚ್	arch
ಅರ್ಚಾ	archaa
ಅರ್ಚನ್	archan
ಆರ್ಕ್	arche
ಆರ್ಚರ್	archer
ಆರ್ಚೀ	archie
ಅರ್ಚಿಷ್ಮತ್	archishmat
ಅರ್ಚಿತ್	archit
ಆರ್ಕನ್	archon
ಆರ್ಕೋಸ್	arcos
ಆರ್ಕ್ಟಿಕ್ ಓಶಿಯನ್	arctic ocean
ಆರ್ಡರಾ	ardara
ಆರ್ಡೆಲಿಸ್	ardelis
ಅರ್ಧ್ ಸತ್ಯ	ardh satya
ಅರ್ಧಾಂಗಿನಿ	ardhangini
ಅರಿಥಾ ಫ್ರಾಂಕ್ಲಿನ್	aretha franklin
ಅರ್ಘ್ಯಾ	arghya
ಆರ್ಗನ್	argon
ಅರ್ಗೋನಿಯಾ ಫ್ರೆಂಡ್ಸ್	argonia friends
ಆರಿಯಾಡ್ನಾ	ariadnah
ಏರಿಯೇಡನ್	ariadne
ಏರಿಯಾನಾ	ariana
ಅರಿಜಿತ್	arijit
ಅರಿಸ್ಟಾ	arista
ಅರಿಸ್ಟಾಟಲ್	aristotle
ಅರಿವಳಗನ್	arivalagan
ಅರಿವುಮಧಿ	arivumadhi
ಅರಿವುಮಣಿ	arivumani
ಅರಿಯಲೂರ್	ariyalur
ಅರ್ಜನ್‌ಸಾರ್	arjansar
ಅರ್ಜುನ್ ಪಂಡಿತ್	arjun pandit
ಅರ್ಕಾನ್	arkan
ಅರ್ಲೇಸ್	arlais
ಅರ್ಲೆನ್	arlen
ಅರ್ಮಾಂಡ್ ಹ್ಯಾಮರ್	armand hammer
ಆರ್ಮಿಲಿ	armelle
ಆರ್ಮೆನ್	armen
ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್	armstrong
ಆರ್ನಾಲ್ಡ್ ಶ್ವಾಜನೆಗರ್	arnold schwarzenegger
ಅರ್ಪಿತ್	arpit
ಅರ್ಕಾಮ್	arqam
ಅರ್ಶದ್ ಅಯೂಬ್	arshad ayub
ಅರ್ಷಾದ್ ಪರ್ವೇಜ್	arshad pervez
ಅರ್ಷಾಕ್	arshaq
ಅರಸೀಕೆರೆ ಜಂಕ್ಷನ್	arsikere junction
ಆರ್ಟ್ ಸುಂಜ್ ಮ್ಯೂಸಿಯಂ	art sunje museum
ಆರ್ತಾ	artah
ಅರ್ಥ್	arth
ಆರ್ಥರ್	arthur
ಆರ್ಥರ್ ಮಿಡ್ಲ್‌ಟನ್	arthur middleton
ಅರು	aru
ಅರುಬ್	arub
ಅರುಳ್	arul
ಅರುಳ್‌ಚೆಲ್ವನ್	arulchelvan
ಆರುಮುಗನ್	arumugan
ಅರುಣ್	arun
ಅರುಣಾ	aruna
ಅರುಣ ಗುಣವರ್ಧನೆ	aruna gunawardene
ಅರುಣಾಚಲ	arunachal
ಅರುಂಧತಿನಾಥ್	arundhatinaath
ಅರುನ್ಯೋತಿಷ್	arunyotish
ಅರುಪ್ಪುಕೋಟೈ	aruppukottai
ಅರುಷಾ	arusha
ಆರ್ವಿನ್	arvin
ಅರವಿಂದ್	arvind
ಅರವಿಂದ್ ದೇಸಾಯಿ ಕಿ ಅಜೀಬ್ ದಾಸ್ತಾನ್	arvind desai ki ajeeb dastan
ಅರ್ವಾ	arwa
ಆರ್ಯ	arya
ಆರ್ಯಮಾನ್	aryaman
ಆರಜೂ	arzoo
ಆಸಹೀ ಇಂಡಿಯಾ	asahi india
ಅಸ್ಸಾಂ	asam
ಅಸಂಭವ್	asambhav
ಅಸನ್ಸೋಲ್ ಜಂಕ್ಷನ್	asansol junction
ಅಸಾವರಿ	asavari
ಅಸ್ಬತ್	asbat
ಅಸ್ಫಾ	asfa
ಅಸ್ಗರ್	asghar
ಆಶಾಧ್ ಕಾ ಏಕ್ ದಿನ್	ashadh ka ek din
ಆಶಾಪೂರ್ಣ ದೇವಿ	ashapurna devi
ಆಶ್‌ಬೈ	ashby
ಆಶಿಷ್	ashish
ಅಶ್ಲೇ ಡಿಸಿಲ್ವ	ashley de silva
ಆಶ್ಲೆ ಮಲೆಟ್	ashley mallett
ಅಶೋಕ್	ashok
ಅಶೋಕ್ ಲೀಲ್ಯಾಂಡ್	ashok leyland
ಅಶೋಕ್ ಮಲ್ಹೋತ್ರಾ	ashok malhotra
ಅಶೋಕ್ ಮಂಕಡ್	ashok mankad
ಅಶೋಕ್ ನಗರ್	ashok nagar
ಅಶೋಕ್ ಪಟೇಲ್	ashok patel
ಅಶ್ರಫ್ ಅಲಿ	ashraf ali
ಅಶ್ರಾಫ್ ಜಹಾಂಗಿರ್ ಸಮ್ನಾನಿ	ashraf jahangir samnani
ಅಷ್ಟಪುತ್ರೆ	ashtputre
ಅಶು	ashu
ಅಶ್ವಿನ್	ashvin
ಅಶ್ವತ್ಥಾಮ	ashwatthama
ಅಶ್ವಿನ್	ashwin
ಅಶ್ವಿನೀ	ashwinee
ಆಸಿಫ್ ಮಸೂದ್	asif masood
ಆಸಿಫ್ ಮುಜ್ತಬಾ	asif mujtaba
ಅಸಿಜಾ	asija
ಅಸ್ಲಾನಾ	aslana
ಅಸ್ಲಾಡೊ	aslaoda
ಆಶ್ಲೇಷಾ	aslesha
ಅಸಲೀ ನಕಲೀ	asli naqli
ಅಸ್ಮಾ	asma
ಅಸೋಮಿಯಾ ಪ್ರತಿದಿನ್	asomiya pratidin
ಆಸ್ಪೇಶಿಯಾ	aspasia
ಆಸ್ಪ್ರೆವಾ ಫಾರ್ಮಾಸ್ಯೂಟಿಕಲ್ಸ್ ಕಾರ್ಪೊರೇಶನ್	aspreva pharmaceuticals corporation
ಅರ್ಸನಾಡಾ	asranada
ಆಸ್ಟಾಟಿನ್	astatine
ಆಸ್ಟರ್	aster
ಆಸ್ಟ್ರಾ ಮೈಕ್ರೋವೇವ್	astra microwave
ಆಸ್ಟ್ರೋ	astro
ಆಸ್ವಾನ್ ಡ್ಯಾಮ್	aswan dams
ಅಟಾಕಾಮಾ	atacama
ಅತಹರ್	atahar
ಅಟಲ್	atal
ಅತನು	atanu
ಅಟಾರಿ	atari
ಅತಾರಿ	atari
ಅಟಾಟರ್ಕ್	ataturk
ಅಚಾಫಲಯ	atchafalaya
ಅತೀಫಾ	ateefa
ಅಥರ್ವಣ್	atharvan
ಅಥೆನ್ಸ್	athens
ಅಥೇನ್ಸ್	athens
ಅಥೆನ್ಸ್ ಎಲೆಫ್ತೆರಿಯೊಸ್ ವೆನಿಜೆಲೊಸ್	athens eleftherios venizelos
ಅಥ್ಲೆಟಿಕ್ಸ್	athletics
ಆತ್ಮ	athmah
ಅತುಲ ಸಮರಶೇಖರ	athula samarasekera
ಅತಿ ವಿಶಿಷ್ಟ ಸೇವಾ ಮೆಡಲ್	ati visisht seva medal
ಅತಿಫಾ	atifa
ಅತೀಂದರ್	atindar
ಅತೀಂದ್ರಜೀತ್	atinderjeet.
ಆತಿಷ್	atish
ಅತಿಥಿ	atithee
ಅತಿಯಾ	atiya
ಅಟ್ಲಸ್	atlas
ಅಟ್ಲಾಸ್ ಕೋಪ್ಕೋ	atlas copco
ಆತ್ಮಾಂಭು	atmabhu
ಆತ್ಮಜ್ಯೋತಿ	atmajyoti
ಅಟೋನ್ಮೆಂಟ್ ಲುಥೆರಾನ್	atonement lutheran
ಅತ್ರೌಲಿ ರೋಡ್	atrauli road
ಅತ್ರೆ	atre
ಆತ್ರೆ	atre
ಅಟ್ಟಾಕರ್	attacker
ಅಟ್ಟಾ ಕೆನಡಾ	attah canada
ಏಟಿಕಸ್	atticus
